"address","earnings","reasons"
"0x1816eb82db67c83c3e74d2a36f50503972d32267","12000","staker"
"0x139373f9ffedcf909518096fc165f3b87fd7046c","12000","staker"
"0x4fb685826a37c4d607059c53cac1b9142f295f01","12000","staker"
"0x9ea51f43d98cb81b33c95b9d21eb86b87f956452","12000","staker"
"0xb0e83c2d71a991017e0116d58c5765abc57384af","12000","staker"
"0xe74930d5b3e3b6316471ffd80dbee7e612c99bf1","12000","staker"
"0xe1e14983323b9630c9b96f820fa139791deea4b9","12000","staker"
"0x98ff454c5d8a367c5532c057c665410610d409ec","12000","staker"
"0x411777faeb46dd306267cdd9328cb48177977202","12000","staker"
"0x1f8dec5061b0d9bf17e5828f249142b39dab84b4","12000","staker"
"0x40dfc27ca78b6fbcfb78e91d3d2426cf6a281e39","12000","staker"
"0x30e125a5737fa12d71960d4c2649c15f21c8cbe7","12000","staker"
"0xd0b8e596dd636c4ed81a864660940119c005b2cd","12000","staker"
"0x60c0c2c9aa001689fa064407c4e40a959bb6e7b2","12000","staker"
"0xa2daaebdc386f63725b48ca360c003a6640890a5","12000","staker"
"0x161fac24d54698755dab0fcd65e2c883928ca724","12000","staker"
"0xabcabc4fe6986a31758362a7aa1ab14c86981b18","12000","staker"
"0x23a49a9930f5b562c6b1096c3e6b5bec133e8b2e","12000","staker"
"0x1092361f4eafdc6e4555ee761e87ef9c67b9e42f","12000","staker"
"0xf7b18e107eb36797f4ce36de756630b9c30969ad","12000","staker"
"0x073adf97f6de257d76e67f7c2fe57ac9843cca25","12000","staker"
"0x79e80e268a6b5754bf29fd0395b0ceca759831fe","12000","staker"
"0xf6a3841c9e67cfe1a46d23a7048ce679d7254959","12000","staker"
"0x2cd0d60fbb1f6d7ea971e28efdc956bb9f2437ed","12000","staker"
"0x71610bc1acf75d39fcf962076d97be17cd7105ac","12000","staker"
"0x82e4d78c6c62d461251fa5a1d4deb9f0fe378e30","12000","staker"
"0xb70760bf57c3295999f978fe404f4ec906669330","12000","staker"
"0x1f3cf493db8c17ac3e4c20f56ba5efd5a07393c9","12000","staker"
"0x42eb4a3011b3fbdf46b5b67e18a0d8cb419acb0b","12000","staker"
"0xdc79f6975e3a15cc628e5f252be6db6353865b9b","12000","staker"
"0x3d063b47fb6ad8302c8042567019f828bb6091ec","12000","staker"
"0x8796ff48c3a4c2d30894faf75cb2bef97138bf1a","12000","staker"
"0x44ea6f4805b92b14951c109fed1ef55d6fa6d084","12000","staker"
"0xe10dcd584870f61cb54c39ac43d969c8dda9d2a5","12000","staker"
"0xe1e92c34b4a26e95da314d818b5d904efb3961bd","12000","staker"
"0xeb44db93c6ef032019c43ef4d3e1664027b73e88","12000","staker"
"0x0c1df565adadf58b0b2ec002cc7eb623213d5b70","12000","staker"
"0x69ed24795649c23f9c13bfe317432fe0e679f1f6","12000","staker"
"0x50614b2178b6fce9e8ddd380c9d984ff6024ad6a","12000","staker"
"0x4c0713d9eb4efd10ccf4d459630f4652723c9f30","12000","staker"
"0xf0177f327dca75588b96c96b4418064894ee234f","12000","staker"
"0x25e52a24da3f6fd303c753c80842e1e5bbf89c16","12000","staker"
"0x082b6fe366dacc08fc2981f5a253bc5f45c4e301","12000","staker"
"0x654008bf3694645dfe5de36c77d20f054fdd9f58","12000","staker"
"0xb084f0adb86bf6b001e540ac05439d98a499ce1d","12000","staker"
"0x30fe0d8d2d81ea568ff60b6e28ab74eb7e548cb0","12000","staker"
"0x6827497b4336e5bd41abd5572e47426d5bb392ad","12000","staker"
"0x524b7c9b4ca33ba72445dfd2d6404c81d8d1f2e3","12000","staker"
"0x6cf51fdef74d02296017a1129086ee9c3477dc01","12000","staker"
"0xdb0d717222337f6ede86e1d9b642ede88cde70e5","12000","staker"
"0x7c7565c70e3bc73912dbc85dc39b99cfee8bccce","12000","staker"
"0x0ca89fcc719de1b2ad2d4a182bb87ede5f8edc51","12000","staker"
"0x773ef4ea10cfc43bd9408e696b70bd44225da787","12000","staker"
"0xfa93f9224b1d14ae26959dad4d9013939833caaa","12000","staker"
"0xcee9de97d5b938dda98a0d0222000807045f97d9","12000","staker"
"0xc287d0b27ac5c60dd2ccc7c526ee65564793546d","12000","staker"
"0x9575e331988058247f27ffcd1b9620f10df028a8","12000","staker"
"0x9d25c142f7e2971a3c7ea48c1cb119e483b58817","12000","staker"
"0xe7b633ea5a2589d4f9b19fa793eeb8fd246d5ccd","12000","staker"
"0xdf879669b3eb2192b1289b08fb8dc8602993ea52","12000","staker"
"0x75f03bcf0e56b7de72ed26585caee949f0d5bf1a","12000","staker"
"0x4a057736a3b46f874608e0712a753bc968d75831","12000","staker"
"0xefe75bc70e9ed3be4717036d75888fe6f34fad3c","12000","staker"
"0xf9551c66995ed3ff9bb05c9fd7ff148bd75dc99a","24000","dao,staker"
"0x7bb9a8e1f52bd7ce7b18d4cde6f8c5f10fd0e729","12000","staker"
"0xeee5799f01ff6c1b9072225e0b17038ee332b506","12000","staker"
"0x9f548b46035748b3d3baf0c98f6429fbe24052bf","12000","staker"
"0x121e1cf7d8346d4464c0127b9184c6b5c982f8f0","12000","staker"
"0x48b72465fed54964a9a0bb2fb95dbc89571604ec","24000","staker"
"0x3d44f67b32454ebc1f579873edf480faa80cd953","12000","staker"
"0x41e37ddde5c80ee80cb9c468c0ed342078b78f2e","12000","staker"
"0x14a1cf90aebd46395ac292bfd00a2a0b1bad108f","12000","staker"
"0xa5f887e7f65783ebefc500ee7ab57592af5a2595","12000","staker"
"0xf94abf832057eca9973ded003e1a818875f842a4","12000","staker"
"0x53c0fa070e310ce1690b3c83b2ab7f20d74d4922","12000","staker"
"0x5c6fbdcc0fd920f615161791f112f47e623573c5","12000","staker"
"0x07d06ca1acc27fe24c7cffc9e0182fbbefcc1826","12000","staker"
"0xb7d0e98bcd13e7dbfa18bd13c25366810f4544c4","12000","staker"
"0xf8d6622bc8860b559ef689a2af3b871bb1f9dd77","12000","staker"
"0x7f838bfb647959fd3a0847403f3059f8908c2ab5","12000","staker"
"0xf6704cb1af184f6b636101fc42b9dbab961cbe8c","12000","staker"
"0x9c1b3c73f0113ebffeb3c7f18429bee66232a059","12000","staker"
"0xba1f25d9369142fd5ee7db0bc427e1679e9504ad","12000","staker"
"0x1ec594a869dc67d78fabc33963d3c6a0ab017dd6","12000","staker"
"0xa1453bf6682cc0640717a270d0e1731b7c5004f9","12000","staker"
"0x1a942e037cdfe8098bfae2a3f181ca22aa6beaf7","12000","staker"
"0x36b38c6fdd9dd42c8d1cb4219b0c612eed83f370","12000","staker"
"0xeb0b58a371164cca5f6d9ce4af162315fc74cd4f","12000","staker"
"0x8585c465a5a0cec616f6a27cc4da751579838987","12000","staker"
"0x30fb3d62265d06714e36823d78e18e871f931669","12000","staker"
"0xd7ddde8bc1250af0dd01224e15e4173fa0088741","12000","staker"
"0xbe1739776c8e525fab9bdb1b10acf111a55caba3","12000","staker"
"0xa005599d6e6391d29173901f7c80f5182c0473de","12000","staker"
"0x5c2a882055a05c38d83e3ed6a656d6868f0b128d","12000","staker"
"0x55bc991b2edf3ddb4c520b222be4f378418ff0fa","12000","staker"
"0x3af14ffaf8d41951f75c415325f342d0a75d6f3d","12000","staker"
"0x33d66941465ac776c38096cb1bc496c673ae7390","12000","staker"
"0xc931a43b7427a929c094841956c674d32cd61fd4","12000","staker"
"0x55a44b759a95a571bffc902043ada64251558d71","12000","staker"
"0x805c559b43565505cec1273801d5aab30fb91004","12000","staker"
"0x198b1a38e2db1d0324e9a548fe3ef3ca436b1518","12000","staker"
"0x4e331da3a462b70d165eb2055f6d5027944f6085","12000","staker"
"0xbe79665b3dcecfe1dd821f8714bc9bfc441ef92a","12000","staker"
"0x32254b28f793cc18b3575c86c61fe3d7421cbbef","12000","staker"
"0xfbee18743bee0ceb44b591c077a2405592ebb6ae","12000","staker"
"0x3a5840d3f712b70b2fbcf0deb014ee0290422dd7","12000","staker"
"0x44e2f285f26bf65b5396873dd25b8d82a63e5546","24000","dao,staker"
"0xcbfc78d7e26c2ff131867ed74fa65572dad6fc90","12000","staker"
"0xb38f33868dad6bbff17b9980c2126a9f289c5c2d","12000","staker"
"0xd068772539568697de6c014c258d79eb6f78170e","12000","staker"
"0x22ce2b7ae5a0fe20f1421bfaec2281ef9ea68b12","12000","staker"
"0xd902fca35c761326ce1bc4a99ae24e90c9bb6de5","12000","staker"
"0xee7c4aca7d64075550f1b119b4bb4a0aa889c340","12000","staker"
"0x82195047910c3874731a8e285ebcce4fdc6ffc53","12000","staker"
"0xea0aea5dc9e22bba0ba20db9c8ae3f3140d6f75c","12000","staker"
"0x8f9be4310f9abb0e5843cc6363908c9b01dfeb3f","12000","staker"
"0x2aad3f39b7b178b1845fb36c1f34668c9c403757","12000","staker"
"0xd211fc4409d1286094e62b9d171646f121f217da","12000","staker"
"0xba0407715297b99c26a85058d7c60935928ddde9","12000","staker"
"0x9a216de742ab8674983f9d263d2cf2061e1e0750","12000","staker"
"0x8f1871170fdc37af79756a7a7b08ffd630423cbb","12000","staker"
"0xb75555023d6d60de3b1de0a2b34349962681506a","12000","staker"
"0x26eff94c0ad04a5cded83f1621fb9ed6c1dde0a0","12000","staker"
"0x9b1d22d0e2e8996ae32299a41e17431edb837286","12000","staker"
"0x0cd2e325f1bbc1b91d5e118ee8761c43d30303ee","12000","staker"
"0x30c21d781a6f778df51feafe342f9cc12a926734","12000","staker"
"0x4cf294cb8d8f73d0d5281c3ff6d876c267b95c1c","12000","staker"
"0x5bd27d899c2a050c4b8dabb8657433368615303c","12000","staker"
"0x380536cec41db36d3bf739bb3e6a3d92cd51d612","12000","staker"
"0xf9cf1e238a3318947387f689739215c1822c7a37","12000","staker"
"0x5a5b16b48ec8aac39f826fb5bc69f6dd44fbfa76","12000","staker"
"0x08e5e4df2f56be734ead5c80a3b2377616210a62","12000","staker"
"0xc295cce09878094d83b04a8f64669344836c4556","12000","staker"
"0xa9f078b3b6dd6c04308f19def394b6d5a1b8b732","12000","staker"
"0xa964127b9c5847328ac585e30e217c5ec3edc2ca","12000","staker"
"0x497a9a22eb7d089febb86ffa68d4cb07a54b6ed8","12000","staker"
"0x6ded5ac476762a9f7927414a7c57015c7d979050","12000","staker"
"0x654e5c77acdf16047c62ae687b08d6fb1850c74d","12000","staker"
"0x3ad99b22382d8e840c879293d212b5da8be12bb2","12000","staker"
"0x9c857c84da9d17b15be1708bbeaa16fadf3dd4de","12000","staker"
"0x78ee0339738fdcab5530d839f4cf2800de98deb4","12000","staker"
"0x39a4f8e102ccf05bd49bb16af1ea57cae434c5b9","12000","staker"
"0x1de80341ac2d8e52741334560edaebb60bc3f402","12000","staker"
"0x48e892d2507a30b0f5b699b935ef3a536731a8a5","12000","staker"
"0x3cb5110190bb1517ad0cad198defd95f04ea739f","12000","staker"
"0xf4753b05f81a52ef21576e1aa9bcb3b6a89d66ca","12000","staker"
"0xdfa68aa4fa25a617b156f100f548d999d5ee7b62","12000","staker"
"0xaf25776f6967248d8625f02c26c960b9feaf9a1b","12000","staker"
"0x00d4a836f92f3abd966426af3db116b4e7ebbc00","12000","staker"
"0x667fce4ce14637fd1c3ecd0fe9dd870596aa3a1c","12000","staker"
"0xddf55f14ad329643ad02c198701ec50959c84302","12000","staker"
"0xa7ed7bc9f94a49da29dece3d15a7214c549d8e95","12000","staker"
"0x4d0900710f5f5b75d16e5fe090036f4a037f4212","24000","operator,staker"
"0xa548ad5fed57d4ec1b0f17d74059c35625c0e524","12000","staker"
"0x2f3e84279197420a8107d8aab8ff6cf3c43ccf58","12000","staker"
"0x36a0356d43ee4168ed24efa1cae3198708667ac0","12000","staker"
"0x8f561aa9660ac7549122ad3ba234d920bf1cff27","12000","staker"
"0x82b8b659a4a98f69cb7899e1a07089ea3b90a894","12000","staker"
"0x479c4a69b481449c4b92694eb32758cfc920735a","12000","staker"
"0xa9befffe0061866e240cbbed7e2572c48941b2db","12000","staker"
"0x6b363cdd556f51ebd74d75090728361e8b1c446d","12000","staker"
"0x87531e7cf2a7f6cf0ce531b03ff4478da4e67e2f","12000","staker"
"0x569b810edce931db40a3a796b7e2d7f3b6edc752","12000","staker"
"0x59e4352415cf402a912111dd248590c14b0d7c8d","12000","staker"
"0x2271c87b491d58aaf15ffab417a4db3de9362d32","12000","staker"
"0x6fec1c3da5b20741cdcf1b4014faf0939dfdaf92","12000","staker"
"0xe551388b683bb1e34e27e5a7b00eabe79b080bf7","12000","staker"
"0xde208627b38b9795284efcc14d8b8c313462876a","12000","staker"
"0x2d2a461ce08ab92f09b13ffb35849c640056f5d8","12000","staker"
"0x7f8919fde017c5ff8408e4def990bc81f20d3ca4","12000","staker"
"0x6eb79bf5b885c1749c22a8029be7bc8964cfeeb4","12000","staker"
"0x37e0c3d038185a82b171b8535f9a07cfa2cb4a98","12000","staker"
"0xfe8b88b9964cbca46379753f31384c78df5b9e15","12000","staker"
"0xa931dde3414c671baaced46196e2cf4676afa48a","12000","staker"
"0x03d40203c75409cbcfc25165378ae937c82d47e5","12000","staker"
"0x040d875218292dac30c8df2fff1870966f7945c2","12000","staker"
"0xfbae168107ac25e6e57a9cc0cbcdb08ea26f1210","12000","staker"
"0xbce03405638247f5ca3ea767b2367b1af307ea81","12000","staker"
"0x65a9c8bb26023dc31ab798536a58114cdc5f4583","12000","staker"
"0xc4a69fbf4511a1377161834cb7a3b8766953db02","12000","staker"
"0x9d50a80609aae214b8d6c34fbbd010a9d4769a76","12000","staker"
"0xa83c2705ac771ff2db554072075a4d02d8952d99","12000","staker"
"0xfe82881f82803f97b969de64a137db57c5bcb0bb","12000","staker"
"0xff46b59f0f51e072267a89eb367e2b928bdca40d","12000","staker"
"0x3cacb4468b53fba62bb30ed5975a78864ecf5ff9","12000","staker"
"0x150b8e09ccec1e070b242b5746e4917cb118d0db","12000","staker"
"0x126543757aec1758efc113cbf0199456d9fa17b2","24000","operator,staker"
"0x8c89ad2621d77846649beacfb91df3f826eb6f2e","12000","staker"
"0xa67f3a9a43380e471296b897e5bda2ec9372984e","12000","staker"
"0xbbd984d1c839b3919cb8d8e63de5bcf7af532d54","12000","staker"
"0x78c5dc062a541dae7aec891575b8e66321eec848","12000","staker"
"0x8c80c1fe10912398bf0fe68a25839defcaef588e","12000","staker"
"0x2c5abc767ab347a852112b80bf62b221f15a6fe7","12000","staker"
"0xbee8fa758c5236f1cf46d46a14d71ab112b16d4d","12000","staker"
"0x121b6c4e60e20eadc508e0f772f009e8136e3824","12000","staker"
"0x46acaf03cbdca1399f6784d51bd3cb6df0008a9b","12000","staker"
"0xc01cde3a7c982f69fa452fb41852933d146ec71b","12000","staker"
"0x80dee5fb87276e1d85285a310d72928326d732e3","12000","staker"
"0x8b478c59f3cc243540359062ae62e9094e7f59f7","12000","staker"
"0x13f7b24bc1a3de268814c0bb709cd5e6e296765c","12000","staker"
"0x59a8d697e936935337cc22a034c82a979e7a0e02","12000","staker"
"0xdb33e85224b11765eb1f1dd81c3af181ae975962","12000","staker"
"0x7ebf6c693dd590d5b17b6f1b532592173bba36c4","12000","staker"
"0x2e908e9ba65d4d87a152fa817fd379a57ea7ef8c","12000","staker"
"0x96c706d830a3769371bc2d57af033fe7e1cd4bc8","12000","staker"
"0x5c33bc059eafa04a0ebb97088feec3a52623f65d","12000","staker"
"0xff3fc772434505abff38eecde3c689d4b0254528","12000","staker"
"0x89229af0a0a800241c1a33f70809c156a58d19dd","12000","staker"
"0x31f644e2dd5d74f5c8d6d9de89dd517474d51800","12000","staker"
"0x265c316ca23a8ecc2008b31ef4be9b3a33f540c4","12000","staker"
"0x8cab47bb2279d347edabf3d86ce26bae586fde20","12000","staker"
"0xdb8e4f3c8c16aa8831a3b4bbae36e059ca5f246c","12000","staker"
"0x509aaf71f59b61f6e2184f8c2db7da0bacf6d53a","12000","staker"
"0x358de7bae44025257eae6dd2d9774e7cbdbeeeb2","12000","staker"
"0xeb6034a68022c98bee048f92b103c56f9e0f80b4","12000","staker"
"0xbec6e4ac010114e515483060fda81cf9088040ff","12000","staker"
"0x02f981b6a0152164fc546cc82d202295f1336715","12000","staker"
"0x7944885572ff5be868db1b03cddaf268fff24724","12000","staker"
"0x4694fae02ec921a2408c54c6b8e1097442dd6fcf","12000","staker"
"0x16664ede4eea162cf89d73e8194476f51cd129d9","12000","staker"
"0x0329d0a6fc4b61063b92045573d11517e3dc38d1","12000","staker"
"0x6d6803fba7ca68914800885604b26af2233158ac","12000","staker"
"0xca4ad39f872e89ef23eabd5716363fc22513e147","12000","staker"
"0x7949ed1b419126e201abe404a65a226e2d5dc6d4","12000","staker"
"0x136ca7cf9cbbe9590f50f6943101d7631f2afab8","12000","staker"
"0xbddeb8b18ef1f4017951cbe9d8682af40b8cdcb0","12000","staker"
"0x7c0ccdefae151afaff103dcb19adf185759aa634","12000","staker"
"0xc7dac935a2d1d9a5c7f08dac9a1212da5252b18a","12000","staker"
"0xc8cf9250cf1b48bf97d8f189ef41008aec425caa","12000","staker"
"0x36926be1912d007488b9c813a1cf1af866841cdc","12000","staker"
"0x4a03cbfd9bc2d3d1345adbf461f2dee03e64e9d3","12000","staker"
"0x7d9e0836258f4832b1a3f04ddffeaf1f63a0424c","12000","staker"
"0x0c4496197429bb59f681acde983beb4cbf1df347","12000","staker"
"0x7a3d05c70581bd345fe117c06e45f9669205384f","48000","dao"
"0x61a1fe521232ed09433616136d6ccc24ca01d6c5","12000","staker"
"0x19799f272574079a8dd591c13f7aed0d2f7aa011","12000","staker"
"0xd3b2a586180c9e306b38848d31e82f9e17d76f0c","12000","staker"
"0x9a456152e0da127c30a49357a461f4c3f80bd630","12000","staker"
"0x8f436c05829e727a6e7d541c74532d21037b4574","12000","staker"
"0xb72edf2669f2b05571ae4ee0e045d5927982b1a9","12000","staker"
"0xecb6a3e0e99700b32bb03ba14727d99fe8e538cf","12000","staker"
"0x7cb0192fafb3b1993a9809be9b3702041f48d3fd","12000","staker"
"0xbf18e45aba8c6bb1f3e83659812e37f14478d9d5","12000","staker"
"0x7b128f9d92cbbcd1d31f88402e09404e72ab4732","12000","staker"
"0x3b4512e84017ec2dbc24e97006b47318807e1d3f","12000","staker"
"0x8e404efc9633eb87615c7fa25f05378d8eee5cf8","12000","staker"
"0xbc113ac29567ee89363e4d07462823f60b8b5528","12000","staker"
"0x7919e978b422c241fa18101b21f6771cb6d895ba","12000","staker"
"0x21e097d1dd6ca04e3e3216315ac8e3394281ae41","12000","staker"
"0x7bdb0edb0c4d66ffff7c0aac2a3b5726897b994f","12000","staker"
"0xef06602e37780487026158ed3d5315797289248a","12000","staker"
"0xb5685343ed45d8b896633f9c128c55f758feb0aa","12000","staker"
"0x158c4b3c58ad75794c2d13bf7c9e5911c20be24d","12000","staker"
"0x81ce8ff5447539f575cf28cd8b1cf7560138d6df","12000","staker"
"0x365b1c28e2f6c48acb0cfa10bca5b3a2706412ed","12000","staker"
"0x78e454a89d661372a8455d44d0e5185f8f057287","12000","staker"
"0xc187be9beb0d85d2102b82ac37e6f1335bfefa93","12000","staker"
"0xf396923a852cb675aa52604ecd6489385da4b9cf","12000","staker"
"0x4d7e4b2ad317b0a0eeedde9cc0bbcaf8551a2cb1","12000","staker"
"0x2a334280afa2703d33f66820e040cf77f95c4d53","12000","staker"
"0xd1b067580ad619b32cc06309012b6b46d506ed6e","12000","staker"
"0x18ef487232abb4ec9050aae6a636dfcb8063f2bc","12000","staker"
"0x9dcbd4ef4886db706bc442f2d6f9afa5175feb63","12000","staker"
"0xe5e3e879f537aee993e74255d6e6ffec5dd07406","12000","staker"
"0x74ab5d0ccdb5a8b8be357bf395f121e5bcaeb86f","12000","staker"
"0x39bf18c73ffcaeee81df24f491a0ba2a9e39b04c","12000","staker"
"0x909e39c2352be9c39ca4c9a7ef67f45984b2d2ef","12000","staker"
"0xe9c245293dac615c11a5bf26fcec91c3617645e4","12000","staker"
"0xb413a48088cfb0074f75349c790062920434e321","12000","staker"
"0xbb80c1cbb67543999bc309ed57ce0055cb3632c2","12000","staker"
"0x1ff7b0bf44b9fd1c845ba6b769be828be1638c49","12000","staker"
"0xe5115be6bdb47100cfcf1e960e4dda1f2bec1551","12000","staker"
"0x3a894ed59300ccc5b5d177b836c1017ec2446bf5","12000","staker"
"0x1f9b931c991db572031c6f201e4a0826042b121f","12000","staker"
"0x4c7c39d659c7e4db9ef44d32f37e1c6f4fe48df3","12000","staker"
"0x9844f2185bd13dab2a16de9517149a212674f65d","12000","staker"
"0x35dcecef97bf799399cf481d61f979b1d3c80414","12000","staker"
"0x9971ef8b5ee1021ed7d5a301b384ffd2d68a9d21","12000","staker"
"0xd59df9a9dc3fc2fd918de66df7d9d609368f00e7","12000","staker"
"0x4949fd252ff602eea18fc80767d79ab3ad1bd459","12000","staker"
"0x7aa9d09a6d283f5b5ec724d7dd8fa70673553183","12000","staker"
"0x75b72dca5945164bd6e4d173f289177a2d9f375f","12000","staker"
"0x1a91c0df156a5f38aec0813d055aa0184fc47826","12000","staker"
"0x697999ecfc86f0bfa43235bcf324cc7f186e3d54","12000","staker"
"0x52677e3c5cd92c1c4c07560c5484a941e98b3243","12000","staker"
"0x7351321fec0596c20de2b4f0ffc4b9125eb0df52","12000","staker"
"0xfbf2559f1172387e5104043d3847e50bd028b3d2","12000","staker"
"0x0d4ddea3849c54e16c85cb4354943dc876e05552","12000","staker"
"0xb24f8bda138611d29ac939c1f0b98aa88589f303","12000","staker"
"0x9d140b00df73afb545a9130ba4b660be96f58c03","12000","staker"
"0x8479f6bd35cdce5460ab561af94b4ed13693c8a6","12000","staker"
"0x4c955926022a8d7d281eac1cb3dc8714a84c3208","12000","staker"
"0x1e843f4e5d7137d28cac300edf1413bdd27fad66","12000","staker"
"0xa4b388f778ff8e1e024dde9ed129a82354692eed","12000","staker"
"0x2675d2e343945997b1018aaf784b8942761bb821","12000","staker"
"0x750d23ea18e1737c17cd517aea97cf8f48e0b218","12000","staker"
"0x266fc13bf0325df40c4e99a555728d6756edb151","12000","staker"
"0x48d21dc6bbf18288520e9384aa505015c26ea43c","12000","staker"
"0x272f394f5e21af065c982c2617e7daa00ba903d0","12000","staker"
"0x5c72f535d421306654f12d51d5637ab62be6d64f","12000","staker"
"0x35eb7f1e4c7329dcadf2066749e05dde93721c19","12000","staker"
"0xe2e4f2a725e42d0f0ef6291f46c430f963482001","12000","staker"
"0x3f64ee62915e5f79400adc6a4944a6f7d1cffe93","12000","staker"
"0xb877bccdb91ff3a868c8c10b71b51ccf67bc877b","12000","staker"
"0x5af17f7522c9ff3700984673e0cac4754bb2b793","12000","staker"
"0xf04a43ee858aa98c502ebab172939c7024280503","12000","staker"
"0x7b3d4e14252c5796db44d9127938cca1d852f1be","12000","staker"
"0x6f656e9c8a64b4df93e385d471771163a7c4c03f","12000","staker"
"0x99b7bbe8c39dac8eb68dc066b72a6e5a5dd84d30","12000","staker"
"0x097b29ba2a9182644e456410d2466e4f988de832","12000","staker"
"0xe913a5fe3faa5f0fa0d420c87337c7cb99a0c6e5","12000","staker"
"0x3df770e09313c229f7b0a18ab76b38f925a3a939","12000","staker"
"0xf872886be28d133a11f0d0a5b167160a70daa1eb","12000","staker"
"0x4e3d9399c28c724293dd545225ec843ac4c9e953","12000","staker"
"0x4d109339d3be9c431c80107ae178dc5e39f885f9","12000","staker"
"0xeba968bd3206faf68eee5898ce56372129e35154","12000","staker"
"0xcae2d5aed9f5e0075d49a4b5f492b4a73a64dc25","12000","staker"
"0x735f4775594ba291c1a79c36d4a99889143600e3","12000","staker"
"0x912450230bb44787af475b2949acf555e4d443d4","12000","staker"
"0x1a19bce19363f2f81162b156f2fcf5446831fa4d","12000","staker"
"0x3d23da90993e60b56906a7da047bb9378a26c6cd","12000","staker"
"0x87497f866184d7e32281e5ba09e36ba476ffbbc4","12000","staker"
"0x2ec54902c597bfee3cd736ef850c833b17877420","12000","staker"
"0x79bf225fbfd40f78b1878a6d1eec1bb03df92aeb","12000","staker"
"0x2cbdd409e4d5a3941e9ec6f01151525eb0a2ee66","12000","staker"
"0x677f60d0f51409e6ec6c1a2511cc9a68fe37992c","12000","staker"
"0x6e5e911bb7d52c5999be1cf8e1d85a5a27f57d39","12000","staker"
"0x7678240df0415ef87a6f55d723ced86cef9e90f3","12000","staker"
"0x1152bfd0e03af5b1056d0fa110438c0117c489d5","12000","staker"
"0x3fd5f68562f2e0502abb5ed70bf2ec9924b680e6","12000","staker"
"0xd05a554c84ce544ee712be331b31c759f3763c33","12000","staker"
"0x885a521f0120e18ff82388024f977c5b86dd1622","12000","staker"
"0x7eaac28c9781d60ede187e51a5dec27716aa6478","12000","staker"
"0x766708ddfc66f7f371b6401224f7df28fcd05245","12000","staker"
"0x4cb1a8bb524ec318aaad1c63ca51b2189df00560","12000","staker"
"0x5d49c7f7330907fd67401782f95d93c3ff7305dd","12000","staker"
"0x7d90c10d8ba43fd92a6548a813388cf0b1e0d24e","12000","staker"
"0x6a634f1bec0e530c41cb81241acc74fd0e3acb11","12000","staker"
"0x4f8bb28187cc89ddad0f35aa76a4693a54595c24","12000","staker"
"0x44cf78e365a3cffed54b7f2d702c2c6239276fa3","12000","staker"
"0x2618ece81985c87e1867558d114b42699af115a8","12000","staker"
"0x082ea29691475b21fd667c6de2e321b64a62023a","12000","staker"
"0x9099433063f166c93460f313a2c65ad8e7d72fb5","12000","staker"
"0xffd0b16ad371a90676c4442b4065ea01cf500e11","12000","staker"
"0xf1f0c294d247e8691d1118a86ccc669da3c75ca8","12000","staker"
"0xb2398330970c7cad95535d076ba3f64cc6afd43d","12000","staker"
"0xb300749c08cab1c9ce67f66a18ea5926360ba36a","12000","staker"
"0x0944aa037975596d2f849cc5b5e10cf455232ee5","12000","staker"
"0x65798e5c90a332bbfa37c793f8847c441df42d44","12000","staker"
"0xf9ad8ed139c98a86ce444cb03fb88bb7a97ea066","12000","staker"
"0x51a7ac913d75d4423223ee28bf954d3306a7b011","12000","staker"
"0x12ba829f00bf9d676aa15531f848a42e3838e357","12000","staker"
"0x45233ff6bbc10f0eb41f430561ac97d78ddfb4cd","12000","staker"
"0x6728d6cc6a80f67d8c5363aebccc0663e60b9eef","12000","staker"
"0xa38cdb63c943e9481c9b87db5c80f5ac333d16ed","12000","staker"
"0x23b11ff67c2193b97cb37771d15a537b977d2278","12000","staker"
"0xfc436651f2fd4885ad645035a63a7cd22e6a868c","12000","staker"
"0xceb1aed31a79b60e7fa2deded4f0df2f27e15d54","12000","staker"
"0x069e85d4f1010dd961897dc8c095fbb5ff297434","12000","staker"
"0x59571e2f56f5e7dc40c01dd0cf424bfcf5337ad9","12000","staker"
"0x50b1b2718aec11dd18f2000dda8ad5220be94791","12000","staker"
"0x280d5bcbac352c6922fc0364aae6b51c77cb6d34","12000","staker"
"0x5a15e4100a57e02c36cd5c2a736446e527de9e4e","12000","staker"
"0x7d97afcdd277ac9801f90090c455910b931b6541","12000","staker"
"0x6671ff6f013793d421ba95e46a56899f37db6887","12000","staker"
"0x92c52e278f8b370eaf301a21805d0e4a4a9f3855","12000","staker"
"0xccb2be10a1c7bb7d9d17231dd58201da5d1fb30c","12000","staker"
"0x655c4be67d1945cea0dcc175d0f6b40252e4fa66","12000","staker"
"0x61a17076f014fd248d72258bc9ccbaeba49ccd8c","12000","staker"
"0x536f1c8059c42a96d1ea550547acc355513ae1bc","12000","staker"
"0xdc200f6fa36a0fb8bcb1cd3d78dbd4210c61f65c","12000","staker"
"0x6b129511c04851db1c493d2d72cffc4cf5f67c5d","12000","staker"
"0x726da7c0ba388546de4a510ecdecc34dcd84ddcd","12000","staker"
"0x8da29a7b1f8a2f7c47f6a89cab6e4c76d3754581","12000","staker"
"0xe741f716049de5514e8304b1c666ee2b18f7027e","12000","staker"
"0x6de76af18dedd16483703c067e4b6f2624170b1f","12000","staker"
